Code Rep;Code Clt;lib famille;lib sfam;cp cli liv;ville cli liv;date doc;Vte Facturées;Marge %(BA)
1;V00177;FILTRATION;FILTRE A HUILE;95280;JOUY LE MOUTIER;13/01/2017;5.89;25.64
1;V00043;ENTRAINEMENT;KIT DE DISTRIBUTION AVEC POMPE A EAU;95150;TAVERNY;23/11/2016;149.05;41.54
2;V00798;EQUIPEMENT ATELIER;EPI;92150;SURESNES;03/11/2015;18.11;38.27
5;V00424;LIQUIDE;HUILE MOTEUR;;;22/07/2015;22.57;37.88
5;V00411;EMBRAYAGE;HYDRAULIQUE,  EMETTEUR, RECEPTEUR, BUTEE;;;16/10/2017;75.60;25.71
7;V00739;ECHAPPEMENT;CATALYSEURS;95000;CERGY;04/07/2017;238;37.75
2;V00778;EQUIPEMENT ATELIER;OUTILLAGE;78370;PLAISIR;21/05/2015;40.05;83.52
7;V00749;ENTRAINEMENT;DEMARREUR;78570;CHANTELOUP LES VIGNES;15/10/2015;77.14;31.03
7;V00464;DIVERS;DIVERS 0;95301;PONTOISE;26/07/2017;12.42;47.02
7;V00739;DIRECTION, SUSPENSION, TRANSMISSION;AMORTISSEUR;95000;CERGY;28/06/2016;180.70;24
2;V00843;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;78260;ACHERES;23/06/2015;77;61.30
5;V00559;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;60119;HENONVILLE;08/01/2015;7.15;41.96
7;V01044;DIVERS;DIVERS 0;95480;PIERRELAYE;05/01/2016;0;0
5;V00411;ECHAPPEMENT;ACCESSOIRES DE MONTAGE;;;10/12/2015;6.14;57.98
5;V00411;ELECTRICITE;BATTERIE;;;20/10/2016;62.45;39.39
7;V01115;FREINAGE;TAMBOURS;95520;OSNY;11/06/2016;99.60;40
1;V01114;DIVERS;DIVERS 0;95520;OSNY;20/12/2016;30;43.67
8;V01009;LIQUIDE;HUILE DE BOITE;78130;LES MUREAUX;18/07/2016;17.72;47.07
7;V00676;FREINAGE;PLAQUETTE;95520;OSNY;06/06/2015;110.65;47.91
8;V01009;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;78130;LES MUREAUX;23/05/2017;29.92;43.65
7;V00695;ENTRAINEMENT;GALET, POULIE, DAMPER;95450;CONDECOURT;04/10/2016;-96.92;34.18
5;V00411;FILTRATION;FILTRE HABITACLE;;;08/09/2017;15.62;42.77
1;V00178;EQUIPEMENT ATELIER;MATERIEL;95280;JOUY LE MOUTIER;13/12/2017;48;38.25
7;V00676;COMPTABILITE;CONSIGNE;95520;OSNY;04/01/2016;15.24;0
5;V00411;LIQUIDE;LIQUIDE DE FREIN;;;19/12/2015;7.77;61.39
6;V00331;COMPTABILITE;CONSIGNE;95640;MARINES;23/12/2016;-75.24;0
8;V00166;DIVERS;BAGUE, JOINT;95650;PUISEUX PONTOISE;28/04/2016;14.67;44.65
6;V00979;DIRECTION, SUSPENSION, TRANSMISSION;BUTEE, SEMELLE, COUPELLE, KIT DE PROTECTION;95450;VIGNY;29/05/2017;40.46;37.15
5;V00411;LIQUIDE;LAVE GLACE;;;14/01/2017;12.39;30.99
8;V00166;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95650;PUISEUX PONTOISE;29/09/2015;88;47.27
6;V00979;ENTRAINEMENT;KIT DE DISTRIBUTION AVEC POMPE A EAU;95450;VIGNY;24/07/2017;69.16;30.08
2;V00885;VITRAGE;DIVERS VITRAGE 0;78500;SARTROUVILLE;23/05/2016;53.84;37.69
1;V01081;FREINAGE;PLAQUETTE;60240;FLEURY;22/03/2016;73.98;42
2;V00788;EQUIPEMENT ATELIER;MATERIEL;78650;BEYNES;23/10/2015;108.46;57.13
8;V00166;DIRECTION, SUSPENSION, TRANSMISSION;ROULEMENT;95650;PUISEUX PONTOISE;14/02/2017;34.54;40.01
7;V00739;FILTRATION;FILTRE A AIR;95000;CERGY;17/02/2016;9.27;25.67
8;V00166;FILTRATION;FILTRE A AIR;95650;PUISEUX PONTOISE;07/07/2017;27.98;28.06
7;V00695;DIVERS;DIVERS 0;95450;CONDECOURT;21/09/2017;14.99;23.08
2;V00819;VITRAGE;DIVERS VITRAGE 0;92190;MEUDON;08/12/2016;121.52;36.96
7;V00739;FREINAGE;PLAQUETTE;95000;CERGY;24/05/2016;31.74;18.34
1;V00638;FILTRATION;FILTRE A HUILE;95840;VILLIERS ADAM;07/05/2015;-44.98;25.66
6;V00659;VITRAGE;ABRASIF, MASQUAGE;95810;EPIAIS RHUS;10/11/2017;32.21;25.33
8;V00290;COMPTABILITE;DIVERS COMPTABILITE;92238;GENNEVILLIERS;06/01/2017;545.23;100
1;V00638;VITRAGE;DIVERS VITRAGE 0;95840;VILLIERS ADAM;27/08/2015;490.86;47.27
6;V00979;FILTRATION;FILTRE A HUILE;95450;VIGNY;04/09/2017;22.11;29.53
8;V01009;MOTEUR;INJECTEUR, CARBURATEUR;78130;LES MUREAUX;02/07/2015;-100.80;43.75
1;V00937;ELECTRICITE;CAPTEURS, SONDES;95310;ST OUEN L AUMONE;25/05/2016;163.32;9.72
5;V00411;ELECTRICITE;CAPTEURS, SONDES;;;28/01/2016;29.47;23.55
6;V00752;FILTRATION;FILTRE A HUILE;95450;VIGNY;13/01/2016;-6;25.67
1;V00178;EQUIPEMENT ATELIER;OUTILLAGE;95280;JOUY LE MOUTIER;17/01/2015;83.99;50.99
7;V00460;FILTRATION;FILTRE A AIR;95000;CERGY;23/02/2017;10.13;28.83
5;V00424;ENTRAINEMENT;POMPE A EAU;;;15/04/2015;51.36;36.66
1;V01122;ECHAPPEMENT;TUBE, SILENCIEUX;95310;ST OUEN L AUMONE;19/03/2016;29.93;38.69
5;V00411;EQUIPEMENT ATELIER;OUTILLAGE;;;19/03/2015;19.34;28.39
8;V00166;EQUIPEMENT ATELIER;CONSOMABLE;95650;PUISEUX PONTOISE;08/09/2016;1.59;8.81
6;V00752;DIVERS;POIDS LOURD;95450;VIGNY;22/01/2016;22.40;25
5;V00411;ENTRAINEMENT;GALET, POULIE, DAMPER;;;07/11/2017;37.11;32.74
8;V00166;ECLAIRAGE;PHARE, FEU ARRIERE, CLIGNOTANT;95650;PUISEUX PONTOISE;07/11/2017;88.66;20.05
7;V00739;FREINAGE;PLAQUETTE;95000;CERGY;15/03/2017;35.93;23.99
8;V00166;ENTRAINEMENT;COURROIES;95650;PUISEUX PONTOISE;14/01/2017;14.73;48.27
5;V00411;ENTRAINEMENT;KIT DE DISTRIBUTION AVEC POMPE A EAU;;;16/03/2016;209.44;40.49
5;V00956;FREINAGE;FLEXIBLE DE FREIN;;;24/10/2016;6.40;20
2;V00807;VITRAGE;DIVERS VITRAGE 0;95650;BOISSY L AILLERIE;19/10/2015;45.18;32.29
1;V00177;FILTRATION;FILTRE A HUILE;95280;JOUY LE MOUTIER;28/11/2016;8.45;25.68
7;V00676;ENTRAINEMENT;DIVERS ENTRAINEMENT 0;95520;OSNY;18/10/2017;51.30;28.58
6;V00331;FILTRATION;FILTRE A AIR;95640;MARINES;10/08/2016;9.76;29.41
1;V01122;EQUIPEMENT ATELIER;CONSOMABLE;95310;ST OUEN L AUMONE;24/10/2017;71.01;37.78
8;V00290;COMPTABILITE;DIVERS COMPTABILITE;92238;GENNEVILLIERS;07/11/2016;380.84;100
1;V00330;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;95015;CERGY PONTOISE;30/11/2017;28.44;36.67
7;V01044;ELECTRICITE;POMPE CARBURANT, HUILE, LAVE GLACE;95480;PIERRELAYE;05/10/2016;134.40;43.75
8;V00166;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;95650;PUISEUX PONTOISE;30/06/2015;21.16;19.19
5;V01259;ELECTRICITE;CAPTEURS, SONDES;.;.;27/12/2017;4.50;38.22
6;V00979;FILTRATION;FILTRE HABITACLE;95450;VIGNY;07/11/2016;7.08;29.38
1;V00074;FILTRATION;FILTRE A CARBURANT;95250;BEAUCHAMP;28/10/2015;9.17;25.63
5;V00411;ELECTRICITE;BATTERIE;;;11/04/2016;64.72;38.18
1;V01081;FILTRATION;FILTRE A AIR;60240;FLEURY;08/08/2017;11.30;31.33
5;V00411;LIQUIDE;LIQUIDE DE FREIN;;;16/06/2015;3.57;52.38
7;V01044;ENTRAINEMENT;POMPE A EAU;95480;PIERRELAYE;02/12/2015;65.82;34.49
7;V00676;DIVERS;BAGUE, JOINT;95520;OSNY;25/01/2017;9.56;88.60
7;V00688;FILTRATION;FILTRE A HUILE;;;25/04/2016;6.94;25.79
6;V00752;FILTRATION;FILTRE A HUILE;95450;VIGNY;02/02/2016;15.22;25.69
8;V00968;ELECTRICITE;BOUGIE D'ALLUMAGE;95310;ST OUEN L AUMONE;03/11/2015;10.49;32.70
7;V00739;DIRECTION, SUSPENSION, TRANSMISSION;ROULEMENT;95000;CERGY;12/06/2017;80.21;34.81
6;V00979;COMPTABILITE;CONSIGNE;95450;VIGNY;16/10/2015;45.73;0
1;V00638;FILTRATION;FILTRE HABITACLE;95840;VILLIERS ADAM;21/05/2015;-33.61;29.34
5;V00411;26;;;;04/02/2015;4.56;28.51
7;V00695;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;95450;CONDECOURT;11/02/2016;34.57;27.77
1;V00178;EQUIPEMENT ATELIER;OUTILLAGE;95280;JOUY LE MOUTIER;26/05/2015;-37.02;65.80
5;V00513;DIVERS;DIVERS 0;95;;28/04/2015;10.96;41.88
1;V00179;FILTRATION;FILTRE A HUILE;78700;CONFLANS ST HONORINE;16/02/2015;2.92;25.68
1;V01201;FREINAGE;DISQUE;95520;OSNY;21/06/2017;120.42;35.56
8;V01068;EQUIPEMENT ATELIER;MATERIEL;95004;CERGY PONTOISE CEDEX;10/01/2017;40.66;9.10
7;V00739;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;95000;CERGY;09/03/2017;24.16;19.16
7;V00465;INDEFINI;INDEFINI;95520;OSNY;19/05/2017;-45;0
1;V01201;DIRECTION, SUSPENSION, TRANSMISSION;BUTEE, SEMELLE, COUPELLE, KIT DE PROTECTION;95520;OSNY;02/10/2017;16.04;32.29
7;V00714;EQUIPEMENT ATELIER;OUTILLAGE;95520;OSNY;20/11/2017;79.79;33.32
5;V00413;ESSUYAGE;;95610;ERAGNY;19/02/2015;27.24;31.64
5;V00411;EQUIPEMENT ATELIER;MATERIEL;;;30/04/2015;3.60;55
1;V00594;VITRAGE;DIVERS VITRAGE 0;95480;PIERRELAYE;07/12/2016;18.78;33.33
5;V00559;EQUIPEMENT ATELIER;CONSOMABLE;60119;HENONVILLE;20/10/2016;5.90;27.80
1;V01145;ECHAPPEMENT;TUBE, SILENCIEUX;95840;VILLIERS ADAM;06/07/2016;36.50;-59.97
7;V00740;FILTRATION;FILTRE A AIR;95300;ENNERY;20/09/2016;-10.95;25.66
5;V00484;LIQUIDE;LIQUIDE DE REFROIDISSEMENT;;;18/02/2015;24.13;37.88
7;V00676;ELECTRICITE;RELAIS, FUSIBLE, FAISCEAU, CONTACTEUR;95520;OSNY;11/12/2017;35.94;33.33
7;V01148;FILTRATION;FILTRE A AIR;60240;MONTJAVOULT;16/11/2017;15.38;31.34
2;V00766;EQUIPEMENT ATELIER;EPI;93120;LA COURNEUVE;22/03/2017;9.33;28.83
1;V00746;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;60730;ULLY ST GEORGES;07/07/2015;369.80;49.20
5;V00411;FREINAGE;PLAQUETTE;;;08/10/2015;97.86;44.10
5;V00411;EMBRAYAGE;KIT EMBRAYAGE;;;09/11/2016;78.38;30.01
6;V00979;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95450;VIGNY;05/10/2017;123.60;46.67
8;V00968;FILTRATION;FILTRE A AIR;95310;ST OUEN L AUMONE;11/08/2017;23.68;27.70
1;V00937;PNEUS;PNEUS;95310;ST OUEN L AUMONE;28/10/2015;61.10;18.46
7;V00740;LIQUIDE;HUILE DE BOITE;95300;ENNERY;22/09/2017;-83.65;40.54
5;V00411;FILTRATION;FILTRE HABITACLE;;;06/12/2017;54.99;31.31
7;V00464;FILTRATION;FILTRE A CARBURANT;95301;PONTOISE;18/12/2017;21.44;29.57
1;V00358;EQUIPEMENT ATELIER;OUTILLAGE;;;30/11/2017;143.65;11.76
1;V00074;FILTRATION;FILTRE A AIR;95250;BEAUCHAMP;02/03/2017;31.63;25.67
7;V00739;ECHAPPEMENT;TUBE, SILENCIEUX;95000;CERGY;01/03/2017;72;37.83
1;V00937;ECLAIRAGE;LAMPE, AMPOULE, AMPOULE PHARE;95310;ST OUEN L AUMONE;13/05/2016;37.80;53.33
7;V00696;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;95340;PERSAN;01/12/2015;72;30
8;V00572;EQUIPEMENT ATELIER;CONSOMABLE;95650;PUISEUX PONTOISE;05/02/2016;10.94;33.36
5;V00411;FILTRATION;FILTRE HABITACLE;;;03/11/2016;23.93;36.27
5;V00484;FILTRATION;FILTRE A HUILE;;;18/02/2015;7.04;25.71
5;V00413;EQUIPEMENT ATELIER;OUTILLAGE;95610;ERAGNY;09/02/2017;11.62;13.34
7;V00740;FREINAGE;PLAQUETTE;95300;ENNERY;30/09/2015;130.79;38.95
1;V00633;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;95150;TAVERNY;24/06/2015;275.18;50.98
1;V00330;DIRECTION, SUSPENSION, TRANSMISSION;TRANSMISSION;95015;CERGY PONTOISE;13/07/2016;159.66;34.48
1;V01201;LIQUIDE;HUILE MOTEUR;95520;OSNY;09/05/2017;75;21.65
1;V00181;FILTRATION;FILTRE HABITACLE;95320;SAINT LEU LA FORET;12/07/2017;23.33;31.29
5;V01285;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;95490;VAUREAL;28/12/2017;28.74;36.67
5;V00411;ELECTRICITE;CAPTEURS, SONDES;;;15/07/2016;18.48;38.15
1;V00716;ECLAIRAGE;LAMPE, AMPOULE, AMPOULE PHARE;95480;PIERRELAYE;27/10/2017;39;54.87
7;V00739;FILTRATION;FILTRE A CARBURANT;95000;CERGY;15/12/2016;33.22;21.76
5;V00411;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;;;18/02/2015;124.74;43.05
5;V00411;FREINAGE;DISQUE;;;30/06/2015;86;42
1;V01134;FILTRATION;FILTRE A CARBURANT;95650;PUISEUX PONTOISE;29/02/2016;22.81;25.65
5;V00352;FILTRATION;FILTRE A CARBURANT;95450;SAGY;04/11/2015;26.93;38.02
1;V00425;ELECTRICITE;BATTERIE;95310;ST OUEN L'AUMONE;16/03/2017;383.50;24.90
1;V00074;FILTRATION;FILTRE A HUILE;95250;BEAUCHAMP;10/09/2015;3.49;25.79
8;V00166;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;95650;PUISEUX PONTOISE;27/05/2015;22.40;50
5;V00110;FILTRATION;FILTRE A CARBURANT;95450;US;04/01/2016;21.34;38.05
1;V00937;FREINAGE;PLAQUETTE;95310;ST OUEN L AUMONE;12/11/2015;82.13;41.99
2;V00824;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;91470;LIMOURS;06/05/2015;25.13;59.41
1;V00330;VITRAGE;DIVERS VITRAGE 0;95015;CERGY PONTOISE;23/02/2016;57.92;30.87
7;V00676;FILTRATION;FILTRE A AIR;95520;OSNY;28/04/2015;10.87;29.35
5;V00411;ENTRAINEMENT;GALET, POULIE, DAMPER;;;19/05/2017;47.04;37.86
1;V00358;EMBRAYAGE;KIT EMBRAYAGE;;;25/07/2015;125.40;40
8;V00400;ENTRAINEMENT;POMPE A EAU;95;MONTIGNY L/CORMEILLE;23/01/2016;15.48;9.11
1;V00255;VITRAGE;ABRASIF, MASQUAGE;95150;TAVERNY;24/04/2015;94.60;51.12
5;V00411;LIQUIDE;LIQUIDE DE FREIN;;;04/09/2015;5.70;47.37
2;V00843;VITRAGE;DIVERS VITRAGE 0;78260;ACHERES;19/09/2016;42.56;58.58
2;V00817;VITRAGE;PARE BRISE, LUNETTE;93200;SAINT-DENIS;04/02/2015;48.30;40.37
5;V00411;ELECTRICITE;BOUGIE DE PRECHAUFFAGE;;;03/10/2016;126.49;33.62
8;V00166;ECLAIRAGE;PHARE, FEU ARRIERE, CLIGNOTANT;95650;PUISEUX PONTOISE;12/02/2015;15.40;40.26
6;V00979;ENTRAINEMENT;POMPE A EAU;95450;VIGNY;21/04/2015;59.75;41.82
7;V00676;ENTRAINEMENT;GALET, POULIE, DAMPER;95520;OSNY;20/07/2016;151.73;36.21
8;V00166;ENTRAINEMENT;COURROIES;95650;PUISEUX PONTOISE;26/11/2016;13.14;48.33
1;V00937;FILTRATION;FILTRE A CARBURANT;95310;ST OUEN L AUMONE;03/11/2017;19.50;29.54
2;V00766;VITRAGE;ABRASIF, MASQUAGE;93120;LA COURNEUVE;20/12/2017;95.74;36.75
5;V00960;FILTRATION;FILTRE A CARBURANT;;;23/02/2016;26.94;25.65
7;V00739;FILTRATION;FILTRE A AIR;95000;CERGY;14/10/2015;29.26;25.67
5;V00411;LIQUIDE;LIQUIDE DE REFROIDISSEMENT;;;20/05/2016;9.92;24.40
2;V00803;VITRAGE;DIVERS VITRAGE 0;78380;BOUGIVAL;20/11/2017;133.35;41.24
5;V00424;ELECTRICITE;BATTERIE;;;01/09/2016;51.75;32
1;V00074;EQUIPEMENT ATELIER;MATERIEL;95250;BEAUCHAMP;22/01/2016;27.20;31.25
8;V00718;FILTRATION;FILTRE A HUILE;.;.;03/08/2017;4.79;9.19
5;V00411;LIQUIDE;HUILE MOTEUR;;;04/03/2016;78.65;39.20
1;V00358;LIQUIDE;HUILE MOTEUR;;;08/06/2016;26.21;37.89
7;V00695;FILTRATION;FILTRE A AIR;95450;CONDECOURT;09/07/2015;10.92;29.40
8;V01009;LIQUIDE;HUILE MOTEUR;78130;LES MUREAUX;27/07/2016;56.77;37.89
1;V00937;FREINAGE;DISQUE;95310;ST OUEN L AUMONE;07/04/2015;121.71;42
2;V00803;VITRAGE;ABRASIF, MASQUAGE;78380;BOUGIVAL;12/10/2015;37.78;18.87
5;V00411;27;;;;24/02/2015;33.67;34.75
5;V00411;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;PLAQUE D'IMMATRICULATION;;;04/07/2015;9;52.22
8;V00572;27;;95650;PUISEUX PONTOISE;07/01/2015;21.94;16.36
8;V00572;ELECTRICITE;BATTERIE;95650;PUISEUX PONTOISE;14/11/2015;54.07;24.45
5;V00411;ENTRAINEMENT;KIT DE DISTRIBUTION, ACCESSOIRES;;;23/06/2015;89.48;24.01
1;V01193;EQUIPEMENT ATELIER;CONSOMABLE;78700;CONFLANS STE HONORINE;01/08/2017;155.36;30
7;V00464;DIVERS;DIVERS 0;95301;PONTOISE;15/03/2016;381.14;26.09
5;V00513;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95;;22/12/2015;29;42
1;V00937;FREINAGE;PLAQUETTE;95310;ST OUEN L AUMONE;28/06/2016;-26.10;41.99
6;V00289;DIVERS;BAGUE, JOINT;;;09/03/2016;7.64;33.90
7;V00740;FILTRATION;FILTRE A AIR;95300;ENNERY;06/09/2016;-20.43;25.65
1;V00633;LIQUIDE;HUILE MOTEUR;95150;TAVERNY;08/02/2017;172.29;20.95
1;V00330;FILTRATION;FILTRE A AIR;95015;CERGY PONTOISE;26/01/2017;10.13;29.32
6;V00331;FILTRATION;FILTRE A AIR;95640;MARINES;29/05/2017;23.28;31.31
8;V00166;FREINAGE;DISQUE;95650;PUISEUX PONTOISE;09/02/2016;40;27.50
2;V01087;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;78310;COIGNIERES;04/05/2016;24.04;21.96
6;V00331;EQUIPEMENT ATELIER;OUTILLAGE;95640;MARINES;18/02/2015;46.20;21.43
5;V00411;EMBRAYAGE;KIT EMBRAYAGE AVEC VOLANT MOTEUR;;;20/03/2017;-419.30;32.86
8;V01068;EQUIPEMENT ATELIER;MATERIEL;95004;CERGY PONTOISE CEDEX;25/02/2017;21.60;9.07
2;V00843;VITRAGE;DIVERS VITRAGE 0;78260;ACHERES;06/01/2017;37.91;59.96
2;V00811;VITRAGE;DIVERS VITRAGE 0;93210;LA PLAINE ST DENIS;12/10/2016;114.50;49.52
7;V00728;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;PLAQUE D'IMMATRICULATION;95650;PUISEUX PONTOISE;10/06/2015;18;52.22
7;V00676;VITRAGE;DIVERS VITRAGE 0;95520;OSNY;06/05/2017;35.13;22.37
5;V00411;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;PLAQUE D'IMMATRICULATION;;;21/04/2016;33;47.88
5;V00559;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;60119;HENONVILLE;12/07/2016;37.10;23.99
5;V00411;FILTRATION;FILTRE A AIR;;;09/01/2016;37.70;29.39
1;V00633;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;95150;TAVERNY;13/01/2017;6.18;36.73
7;V00465;ELECTRICITE;DIVERS ELECTRICITE 0;95520;OSNY;31/07/2015;23.10;42.86
5;V00430;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;;;19/12/2015;19.10;41.99
7;V00688;ENTRAINEMENT;POMPE A EAU;;;20/02/2015;122.18;34.48
1;V01168;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;60230;CHAMBLY;18/11/2016;632.29;35.71
6;V00979;ELECTRICITE;BATTERIE;95450;VIGNY;07/07/2016;120.33;52.84
1;V00624;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;95310;ST OUEN L AUMONE;17/09/2015;10.34;37.52
2;V00822;EQUIPEMENT ATELIER;CONSOMABLE;95150;TAVERNY;01/12/2016;11.08;39.26
1;V00937;DIVERS;DIVERS 0;95310;ST OUEN L AUMONE;04/10/2016;-16.66;58.34
5;V00956;ELECTRICITE;BOUGIE DE PRECHAUFFAGE;;;16/11/2015;41.63;19.99
2;V00817;VITRAGE;DIVERS VITRAGE 0;93200;SAINT-DENIS;09/07/2015;22.36;42.49
6;V00752;FILTRATION;FILTRE A HUILE;95450;VIGNY;10/03/2015;0,63;25.40
7;V00676;ENTRAINEMENT;COURROIES;95520;OSNY;18/06/2015;16.73;48.24
8;V00572;EQUIPEMENT ATELIER;OUTILLAGE;95650;PUISEUX PONTOISE;24/11/2015;39.86;8.33
6;V00979;ELECTRICITE;CAPTEURS, SONDES;95450;VIGNY;21/09/2017;34.14;38.14
1;V00633;FILTRATION;FILTRE A HUILE;95150;TAVERNY;17/05/2017;6.78;29.50
2;V00823;EQUIPEMENT ATELIER;MATERIEL;78800;HOUILLES;19/04/2016;29.95;76.83
2;V00785;VITRAGE;DIVERS VITRAGE 0;78920;ECQUEVILLY;17/04/2015;136.32;20.95
8;V00968;FREINAGE;DISQUE;95310;ST OUEN L AUMONE;16/05/2017;40;27.50
5;V00411;CONSOMMABLE MECANIQUE;ESSUIE GLACES;;;03/02/2015;55.43;34.84
5;V00411;LIQUIDE;HUILE MOTEUR;;;16/01/2017;92.35;39.71
1;V00043;FILTRATION;FILTRE HABITACLE;95150;TAVERNY;18/11/2016;11.34;29.37
1;V00074;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95250;BEAUCHAMP;10/03/2015;59.94;51.67
5;V00411;FILTRATION;FILTRE A AIR;;;29/04/2015;76.67;37.05
1;V00074;FREINAGE;PLAQUETTE;95250;BEAUCHAMP;19/12/2016;26.96;12.50
6;V00188;MOTEUR;DIVERS MOTEUR;27620;GASNY;26/04/2017;139.08;18.75
8;V00166;FILTRATION;FILTRE A HUILE;95650;PUISEUX PONTOISE;06/01/2016;11.40;21.75
8;V01009;DIRECTION, SUSPENSION, TRANSMISSION;ROULEMENT;78130;LES MUREAUX;03/02/2016;61.02;30.78
7;V00739;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;95000;CERGY;26/07/2016;8.41;19.14
8;V00968;EQUIPEMENT ATELIER;OUTILLAGE;95310;ST OUEN L AUMONE;06/12/2017;81.60;26.67
7;V00695;FILTRATION;FILTRE HABITACLE;95450;CONDECOURT;06/07/2015;13.72;29.37
8;V00166;FREINAGE;PLAQUETTE;95650;PUISEUX PONTOISE;05/09/2017;21;27.48
7;V00739;ELECTRICITE;BATTERIE;95000;CERGY;27/07/2017;51.13;16
2;V00784;DIVERS;DIVERS 0;78580;MAULE;26/10/2017;8.18;13.69
2;V00150;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;95310;SAINT OUEN L'AUMONE;03/06/2016;173.12;52.18
8;V00572;ECLAIRAGE;LAMPE, AMPOULE, AMPOULE PHARE;95650;PUISEUX PONTOISE;13/04/2016;14.76;46.21
1;V00636;FILTRATION;FILTRE A HUILE;95310;ST OUEN L AUMONE;07/09/2015;5.10;25.69
5;V00411;ELECTRICITE;;;;03/04/2015;0;0
7;V01148;EQUIPEMENT ATELIER;OUTILLAGE;60240;MONTJAVOULT;11/12/2017;84.55;23.52
5;V00431;ELECTRICITE;BOUGIE D'ALLUMAGE;;;09/03/2017;10.65;32.77
7;V00676;FILTRATION;FILTRE A CARBURANT;95520;OSNY;10/07/2015;-65.30;25.67
7;V00740;FILTRATION;FILTRE A CARBURANT;95300;ENNERY;23/02/2017;46.31;21.74
7;V00739;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;95000;CERGY;13/11/2017;9.35;19.14
8;V01009;VITRAGE;ABRASIF, MASQUAGE;78130;LES MUREAUX;27/04/2016;14.01;41.68
6;V00331;FILTRATION;FILTRE A AIR;95640;MARINES;28/07/2017;10.57;31.32
8;V00166;FREINAGE;PLAQUETTE;95650;PUISEUX PONTOISE;18/12/2015;128.31;27.50
1;V00105;COMPTABILITE;CONSIGNE;95320;SAINT LEU LA FORET;29/06/2017;15.24;0
5;V00411;EQUIPEMENT ATELIER;OUTILLAGE;;;13/09/2016;57.70;25.91
5;V00411;ELECTRICITE;BOUGIE D'ALLUMAGE;;;08/09/2015;12.58;43.08
5;V00411;DIVERS;DIVERS 0;;;24/08/2015;568.82;25.07
5;V00411;FILTRATION;FILTRE A CARBURANT;;;06/07/2017;103.74;32.49
8;V00968;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95310;ST OUEN L AUMONE;28/04/2016;101.48;47.27
5;V00411;LIQUIDE;HUILE MOTEUR;;;09/05/2016;42.45;41.84
1;V00638;ENTRAINEMENT;COURROIES;95840;VILLIERS ADAM;30/10/2015;-11.70;50
5;V00411;EQUIPEMENT ATELIER;OUTILLAGE;;;25/01/2016;9.82;37.47
1;V00358;LIQUIDE;HUILE MOTEUR;;;20/01/2017;18.92;37.90
8;V00968;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;PLAQUE D'IMMATRICULATION;95310;ST OUEN L AUMONE;11/10/2016;18;52.22
1;V00358;ELECTRICITE;BOBINE;;;01/12/2015;80.73;43.02
