Code Rep;Code Clt;lib famille;lib sfam;cp cli liv;ville cli liv;date doc;Vte Facturées;Marge %(BA)
5;V00411;FILTRATION;FILTRE A HUILE;;;10/12/2015;12.07;25.68
5;V01010;ELECTRICITE;BATTERIE;95800;COURDIMANCHE;12/01/2017;60.25;43.34
1;V00253;ENTRAINEMENT;COURROIES;95310;SAINT-OUEN L'AUMONE;01/03/2017;-11.97;49.96
6;V00228;ECLAIRAGE;LAMPE, AMPOULE, AMPOULE PHARE;95300;ENNERY;09/11/2017;8.70;59.77
1;V01145;ENTRAINEMENT;COURROIES;95840;VILLIERS ADAM;29/06/2016;13.74;59.53
7;V00740;FILTRATION;FILTRE A CARBURANT;95300;ENNERY;04/05/2015;22.81;25.65
5;V00411;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;;;22/07/2016;77.88;33.12
8;V00166;FREINAGE;PLAQUETTE;95650;PUISEUX PONTOISE;22/09/2017;24.72;27.51
6;V00979;FILTRATION;FILTRE HABITACLE;95450;VIGNY;30/06/2017;-14;31.29
5;V01232;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;;;27/11/2017;5.94;36.70
1;V00208;EQUIPEMENT ATELIER;OUTILLAGE;78700;CONFLANS STE HONORIN;17/01/2017;3.90;22.05
8;V00098;VITRAGE;ABRASIF, MASQUAGE;78700;CONFLANS STE HONORINE;22/05/2015;20.51;2.93
7;V00460;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;95000;CERGY;04/04/2016;57.95;35.05
5;V00411;MOTEUR;DIVERS MOTEUR;;;25/03/2017;127.25;34.12
7;V00676;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;95520;OSNY;15/05/2015;37.23;41.18
7;V00739;FILTRATION;FILTRE A AIR;95000;CERGY;08/08/2017;21.97;27.67
7;V00739;FREINAGE;PLAQUETTE;95000;CERGY;17/10/2016;19.28;27.49
8;V00968;FILTRATION;FILTRE A CARBURANT;95310;ST OUEN L AUMONE;18/03/2016;50.44;21.73
5;V00430;FILTRATION;FILTRE A CARBURANT;;;22/09/2017;18.70;34.55
7;V00739;COMPTABILITE;CONSIGNE;95000;CERGY;23/05/2017;40;0
5;V00411;ECLAIRAGE;LAMPE, AMPOULE, AMPOULE PHARE;;;30/04/2015;4.57;54.27
1;V00330;EQUIPEMENT ATELIER;OUTILLAGE;95015;CERGY PONTOISE;31/08/2016;122;12.65
8;V00968;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95310;ST OUEN L AUMONE;26/12/2017;193.83;41.83
7;V00739;FILTRATION;FILTRE HABITACLE;95000;CERGY;12/05/2015;16.47;35.09
5;V00559;CONSOMMABLE CARROSSERIE;PEINTURE, VERNIS, DURCISSEUR;60119;HENONVILLE;19/02/2015;10.58;38.28
7;V01044;LIQUIDE;HUILE MOTEUR;95480;PIERRELAYE;17/12/2015;26.59;45.66
7;V01115;COMPTABILITE;CONSIGNE;95520;OSNY;18/10/2017;-83.34;40
5;V00411;EQUIPEMENT ATELIER;CONSOMABLE;;;09/06/2017;88.47;33.99
1;V00716;VITRAGE;DIVERS VITRAGE 0;95480;PIERRELAYE;05/12/2017;48;65.08
1;V01075;EQUIPEMENT ATELIER;MATERIEL;95310;ST OUEN L AUMONE;01/04/2015;5.14;50
8;V00166;FILTRATION;FILTRE A HUILE;95650;PUISEUX PONTOISE;03/12/2016;5.89;21.73
1;V01122;VITRAGE;DIVERS VITRAGE 0;95310;ST OUEN L AUMONE;27/07/2016;133.61;30.01
5;V00411;DIRECTION, SUSPENSION, TRANSMISSION;ROULEMENT;;;06/06/2017;17.27;40.01
8;V00166;FILTRATION;FILTRE HABITACLE;95650;PUISEUX PONTOISE;22/04/2016;9.05;25.64
7;V00676;LIQUIDE;HUILE MOTEUR;95520;OSNY;25/07/2015;22.57;37.88
2;V00785;VITRAGE;DIVERS VITRAGE 0;78920;ECQUEVILLY;23/05/2017;325.94;23.31
5;V00411;VITRAGE;DIVERS VITRAGE 0;;;09/02/2017;4.23;8.27
2;V00861;DIVERS;DIVERS 0;93210;LA PLAINE ST DENIS;05/04/2016;-252.93;0
2;V00903;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;78500;SARTROUVILLE;19/07/2016;8.25;38.18
7;V00740;FREINAGE;HYDRAULIQUE, MAITRE, CYLINDRE, CORRECTEUR, SERVO..;95300;ENNERY;22/09/2016;24.45;43.11
5;V00411;FILTRATION;FILTRE A HUILE;;;08/03/2016;7.84;38.01
8;V00166;EMBRAYAGE;KIT EMBRAYAGE;95650;PUISEUX PONTOISE;20/03/2017;69.55;26
8;V00166;FILTRATION;FILTRE A HUILE;95650;PUISEUX PONTOISE;22/01/2015;6.38;25.71
2;V00800;EQUIPEMENT ATELIER;MATERIEL;78360;MONTESSON;20/02/2017;24.39;48.18
1;V01081;LIQUIDE;HUILE MOTEUR;60240;FLEURY;22/05/2015;22.57;37.88
7;V01044;FILTRATION;FILTRE A AIR;95480;PIERRELAYE;02/11/2017;20.62;27.69
5;V00411;ECHAPPEMENT;FILTRE A PARTICULES;;;29/12/2015;46.08;29.99
8;V00166;VITRAGE;DIVERS VITRAGE 0;95650;PUISEUX PONTOISE;23/02/2017;11.22;22.46
1;V00177;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;95280;JOUY LE MOUTIER;04/07/2017;37.63;27.35
8;V01009;FILTRATION;FILTRE HABITACLE;78130;LES MUREAUX;26/08/2015;24.68;25.65
8;V00166;ECHAPPEMENT;ACCESSOIRES DE MONTAGE;95650;PUISEUX PONTOISE;27/11/2017;31.32;57.41
8;V00968;ELECTRICITE;POMPE CARBURANT, HUILE, LAVE GLACE;95310;ST OUEN L AUMONE;05/12/2017;20;48.75
8;V01009;ELECTRICITE;CAPTEURS, SONDES;78130;LES MUREAUX;26/06/2017;40.32;46.25
1;V00208;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;78700;CONFLANS STE HONORIN;29/03/2017;94.20;48.78
1;V00937;EQUIPEMENT ATELIER;CONSOMABLE;95310;ST OUEN L AUMONE;26/01/2016;14;40
1;V00074;FILTRATION;FILTRE HABITACLE;95250;BEAUCHAMP;05/01/2016;12.15;29.38
1;V00358;ECHAPPEMENT;ACCESSOIRES DE MONTAGE;;;07/03/2017;0;0
1;V01114;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95520;OSNY;10/08/2016;11.10;46.67
7;V00676;FILTRATION;FILTRE A HUILE;95520;OSNY;23/05/2016;7.17;21.76
6;V00979;FREINAGE;TEMOIN D'USURE;95450;VIGNY;03/04/2015;28.82;54.27
5;V01080;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;PLAQUE D'IMMATRICULATION;60119;HENONVILLE;18/07/2017;30;42.67
7;V00739;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;95000;CERGY;22/12/2016;23.83;19.14
7;V00643;DIVERS;DIVERS 0;95300;HEROUVILLE;13/11/2015;83;100
8;V01180;PNEUS;PNEUS;95650;PUISEUX PONTOISE;20/09/2017;290.07;0
7;V00676;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;95520;OSNY;06/03/2017;-36.80;24.02
5;V00411;LIQUIDE;ADBLUE;;;02/08/2017;18.33;47.63
5;V00411;DIVERS;BAGUE, JOINT;;;07/09/2017;46.05;26.71
2;V00827;VITRAGE;DIVERS VITRAGE 0;91470;LIMOURS;14/02/2017;149.76;60.61
8;V00968;FREINAGE;PLAQUETTE;95310;ST OUEN L AUMONE;16/02/2015;139.37;27.49
1;V00208;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;78700;CONFLANS STE HONORIN;13/12/2016;610.05;37.50
1;V00633;FILTRATION;FILTRE A AIR;95150;TAVERNY;02/03/2017;19.71;29.33
5;V00430;LIQUIDE;LIQUIDE DE REFROIDISSEMENT;;;09/02/2015;18.38;38.79
5;V00411;FILTRATION;FILTRE A CARBURANT;;;24/05/2017;155.19;31.74
8;V00166;ECHAPPEMENT;TUBE, SILENCIEUX;95650;PUISEUX PONTOISE;14/10/2016;143.19;36.55
5;V00411;ELECTRICITE;BOUGIE D'ALLUMAGE;;;23/06/2016;16.76;32.70
8;V00166;ENTRAINEMENT;GALET, POULIE, DAMPER;95650;PUISEUX PONTOISE;22/01/2016;96.21;31.16
8;V00166;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95650;PUISEUX PONTOISE;03/08/2016;-11;47.27
7;V00739;FREINAGE;PLAQUETTE;95000;CERGY;30/05/2016;101.19;26.07
7;V00695;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;95450;CONDECOURT;27/01/2016;23.30;23.99
1;V00074;FILTRATION;FILTRE A AIR;95250;BEAUCHAMP;11/02/2015;11.08;29.42
6;V00331;FILTRATION;FILTRE A HUILE;95640;MARINES;20/08/2015;8.33;25.69
5;V00411;FREINAGE;DISQUE;;;03/10/2016;74.09;41.81
8;V00166;ELECTRICITE;RELAIS, FUSIBLE, FAISCEAU, CONTACTEUR;95650;PUISEUX PONTOISE;04/09/2015;32.01;34.55
1;V01122;ECHAPPEMENT;TUBE, SILENCIEUX;95310;ST OUEN L AUMONE;22/03/2016;37.43;38.69
5;V00411;DIRECTION, SUSPENSION, TRANSMISSION;SOUFFLET;;;17/01/2017;19.88;33.35
1;V00624;THERMIQUE;;95310;ST OUEN L AUMONE;21/04/2015;14.76;40.04
8;V00166;DIRECTION, SUSPENSION, TRANSMISSION;BUTEE, SEMELLE, COUPELLE, KIT DE PROTECTION;95650;PUISEUX PONTOISE;23/05/2017;76.06;32.32
7;V01115;FILTRATION;FILTRE HABITACLE;95520;OSNY;04/11/2015;13.70;25.62
6;V00331;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95640;MARINES;11/01/2017;26.57;35.57
5;V01105;VITRAGE;DIVERS VITRAGE 0;.;.;27/11/2017;14.60;22.26
8;V00400;DIRECTION, SUSPENSION, TRANSMISSION;ROULEMENT;95;MONTIGNY L/CORMEILLE;20/09/2017;11.40;9.12
7;V00696;VITRAGE;DIVERS VITRAGE 0;95340;PERSAN;09/05/2016;143.64;34.96
5;V00411;ELECTRICITE;BATTERIE;;;24/06/2015;138.17;40.87
1;V01097;FILTRATION;FILTRE A HUILE;95610;ERAGNY;04/08/2015;10.27;25.61
7;V00695;ENTRAINEMENT;COURROIES;95450;CONDECOURT;06/03/2015;11.94;50
1;V00633;FILTRATION;FILTRE HABITACLE;95150;TAVERNY;20/06/2016;10.88;29.41
8;V00166;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95650;PUISEUX PONTOISE;13/04/2015;50.60;47.27
7;V00739;DIRECTION, SUSPENSION, TRANSMISSION;AMORTISSEUR;95000;CERGY;12/06/2017;85.80;20
7;V00695;ENTRAINEMENT;KIT DE DISTRIBUTION AVEC POMPE A EAU;95450;CONDECOURT;04/01/2017;192.33;31.60
7;V00739;ENTRAINEMENT;POMPE A EAU;95000;CERGY;19/05/2015;18.47;27.29
1;V00074;FREINAGE;PLAQUETTE;95250;BEAUCHAMP;28/10/2015;64.20;41.99
5;V01232;DIVERS;BAGUE, JOINT;;;05/09/2017;49.48;28.33
8;V00968;FILTRATION;FILTRE HABITACLE;95310;ST OUEN L AUMONE;25/08/2017;37.73;27.70
8;V00968;FREINAGE;DISQUE;95310;ST OUEN L AUMONE;02/11/2015;140.07;35.13
1;V00425;EQUIPEMENT ATELIER;MATERIEL;95310;ST OUEN L'AUMONE;18/11/2016;5190;18.77
7;V00714;13;;95520;OSNY;24/03/2015;34.87;26.76
5;V00424;FILTRATION;FILTRE HABITACLE;;;24/06/2017;-2.05;31.22
7;V00739;FILTRATION;FILTRE A CARBURANT;95000;CERGY;13/11/2015;27.54;21.75
6;V00979;FILTRATION;FILTRE A AIR;95450;VIGNY;27/03/2015;9.52;29.41
7;V00739;ECHAPPEMENT;TUBE, SILENCIEUX;95000;CERGY;16/10/2017;168.65;35.22
8;V01009;FREINAGE;PLAQUETTE;78130;LES MUREAUX;05/07/2017;103.76;27.50
7;V00739;FREINAGE;KIT DE FREIN;95000;CERGY;31/10/2016;43.46;36.84
1;V01113;ELECTRICITE;MOTEUR ELECTRIQUE;95250;BEAUCHAMP;03/06/2016;146.93;44.29
1;V00937;ENTRAINEMENT;COURROIES;95310;ST OUEN L AUMONE;06/03/2015;-32.37;49.98
7;V00740;FILTRATION;FILTRE HABITACLE;95300;ENNERY;01/04/2016;-49.43;25.63
8;V00166;FREINAGE;PLAQUETTE;95650;PUISEUX PONTOISE;03/03/2017;18;27.50
7;V00475;EQUIPEMENT ATELIER;OUTILLAGE;95038;VAUREAL;29/09/2016;559.50;24.08
6;V00601;DIVERS;BAGUE, JOINT;95310;ST OUEN L AUMONE;13/11/2015;6.03;35.82
5;V00411;DIVERS;DIVERS 0;;;08/06/2016;8.33;10.92
5;V00411;LIQUIDE;HUILE MOTEUR;;;12/10/2017;16.28;40.91
1;V01208;EQUIPEMENT ATELIER;MATERIEL;95320;ST LEU LA FORET;12/12/2017;0;0
5;V00413;LIQUIDE;HUILE MOTEUR;95610;ERAGNY;26/09/2017;17.44;44.84
2;V00785;EQUIPEMENT ATELIER;CONSOMABLE;78920;ECQUEVILLY;27/11/2015;53.80;66.54
5;V00559;DIRECTION, SUSPENSION, TRANSMISSION;ROULEMENT;60119;HENONVILLE;16/05/2017;43.58;30.77
7;V00695;EQUIPEMENT ATELIER;OUTILLAGE;95450;CONDECOURT;22/03/2016;-59.08;35.29
7;V00739;FREINAGE;PLAQUETTE;95000;CERGY;14/10/2015;180.87;28.28
5;V00411;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;;;26/07/2016;143.93;48.02
6;V00331;DIVERS;DIVERS 0;95640;MARINES;28/11/2017;115.46;47.93
6;V00704;FILTRATION;FILTRE A HUILE;95450;VIGNY;03/08/2015;8.18;25.67
8;V01009;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;78130;LES MUREAUX;28/09/2015;6.81;35.68
5;V00413;DIVERS;DIVERS 0;95610;ERAGNY;07/09/2016;3.21;33.33
5;V00411;EQUIPEMENT ATELIER;OUTILLAGE;;;03/11/2015;0;0
5;V00411;ENTRAINEMENT;GALET, POULIE, DAMPER;;;03/03/2017;56.54;38.33
5;V00484;FILTRATION;FILTRE A HUILE;;;07/03/2015;6.10;25.74
7;V00676;ENTRAINEMENT;COURROIES;95520;OSNY;21/12/2015;15.05;48.24
5;V00413;FILTRATION;FILTRE HABITACLE;95610;ERAGNY;06/01/2016;16.46;41.13
7;V00460;FREINAGE;PLAQUETTE;95000;CERGY;21/03/2016;38.83;46.28
2;V00822;VITRAGE;PARE BRISE, LUNETTE;95150;TAVERNY;26/03/2015;71.94;42.95
1;V00937;FILTRATION;FILTRE A HUILE;95310;ST OUEN L AUMONE;23/06/2015;8.29;25.69
5;V00431;FREINAGE;PLAQUETTE;;;15/10/2015;31.86;42
6;V00331;FILTRATION;FILTRE A CARBURANT;95640;MARINES;28/06/2017;32.12;34.53
8;V00572;EQUIPEMENT ATELIER;OUTILLAGE;95650;PUISEUX PONTOISE;08/09/2015;9.30;8.60
8;V00572;ELECTRICITE;BOUGIE DE PRECHAUFFAGE;95650;PUISEUX PONTOISE;16/02/2017;45;28
7;V00739;DIVERS;BAGUE, JOINT;95000;CERGY;31/05/2017;10.70;33.83
8;V00968;EQUIPEMENT ATELIER;OUTILLAGE;95310;ST OUEN L AUMONE;18/02/2015;0;0
8;V00968;COMPTABILITE;DIVERS COMPTABILITE;95310;ST OUEN L AUMONE;25/04/2017;0,25;0
1;V00177;DIRECTION, SUSPENSION, TRANSMISSION;AMORTISSEUR;95280;JOUY LE MOUTIER;14/12/2016;149.88;33.33
7;V00676;ENTRAINEMENT;GALET, POULIE, DAMPER;95520;OSNY;04/06/2015;-38.50;42.86
1;V00425;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;95310;ST OUEN L'AUMONE;02/11/2017;197.10;35.51
7;V01258;FILTRATION;FILTRE A AIR;94410;ST MAURICE;08/08/2017;13.85;31.34
5;V00411;THERMIQUE;PIECE DE CLIMATISATION;;;22/02/2017;69.16;20
5;V00411;VITRAGE;DIVERS VITRAGE 0;;;30/03/2017;5.94;26.77
5;V00411;FILTRATION;FILTRE A HUILE;;;25/08/2017;36.91;35.03
1;V00636;FREINAGE;PLAQUETTE;95310;ST OUEN L AUMONE;04/12/2015;55.73;41.99
8;V00166;ELECTRICITE;BOBINE;95650;PUISEUX PONTOISE;18/08/2017;103.62;21.82
1;V00043;FREINAGE;DISQUE;95150;TAVERNY;16/06/2015;96.05;47.27
6;V00331;COMPTABILITE;CONSIGNE;95640;MARINES;01/06/2017;-45;0
5;V00411;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;PLAQUE D'IMMATRICULATION;;;22/03/2017;30;42.67
8;V00166;FREINAGE;PLAQUETTE;95650;PUISEUX PONTOISE;28/10/2016;39.24;20.01
1;V00449;ELECTRICITE;DIVERS ELECTRICITE 0;95027;CERGY-PONTOISE CEDEX;22/04/2016;90.04;50.02
6;V00979;FILTRATION;FILTRE HABITACLE;95450;VIGNY;05/02/2015;32.59;29.36
5;V00411;FILTRATION;FILTRE A AIR;;;27/11/2015;30.40;46.55
7;V00659;FILTRATION;FILTRE A CARBURANT;95810;EPIAIS RHUS;29/01/2015;-37.74;25.65
1;V01114;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;95520;OSNY;22/12/2015;19.85;39.55
7;V01100;LIQUIDE;LIQUIDE DE REFROIDISSEMENT;95450;US;05/09/2016;14.36;33.84
5;V00411;DIRECTION, SUSPENSION, TRANSMISSION;TRANSMISSION;;;02/06/2017;202.57;34.55
2;V00150;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;95310;SAINT OUEN L'AUMONE;07/10/2016;82.57;53.13
1;V01145;FILTRATION;FILTRE HABITACLE;95840;VILLIERS ADAM;05/04/2016;21.36;29.40
1;V00636;DIVERS;DIVERS 0;95310;ST OUEN L AUMONE;04/01/2016;32;26.25
1;V01201;FILTRATION;FILTRE HABITACLE;95520;OSNY;10/06/2017;10.42;27.74
5;V00411;VITRAGE;RETROVISEUR, MIROIR;;;06/01/2015;0,76;34.21
1;V00624;DIVERS;DIVERS 0;95310;ST OUEN L AUMONE;19/06/2015;148.20;27.13
5;V00411;ENTRAINEMENT;GALET, POULIE, DAMPER;;;15/06/2015;-50.17;48.32
5;V00411;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;;;10/02/2016;19.95;36.84
1;V00937;LIQUIDE;LIQUIDE DE FREIN;95310;ST OUEN L AUMONE;26/05/2016;24.15;42.86
7;V00676;ENTRAINEMENT;COURROIES;95520;OSNY;23/11/2016;12.75;51.37
6;V00331;FILTRATION;FILTRE A AIR;95640;MARINES;16/10/2017;10.54;31.31
5;V00411;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ADDITIF;;;10/11/2017;30.19;23.05
1;V00937;FILTRATION;FILTRE A HUILE;95310;ST OUEN L AUMONE;11/09/2015;-6.80;25.59
1;V01145;ECHAPPEMENT;TUBE, SILENCIEUX;95840;VILLIERS ADAM;27/05/2016;-76.29;37.83
1;V01122;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;95310;ST OUEN L AUMONE;29/03/2016;99;20.20
5;V00411;FILTRATION;FILTRE A AIR;;;03/11/2017;32.31;31.32
8;V00166;ECHAPPEMENT;ACCESSOIRES DE MONTAGE;95650;PUISEUX PONTOISE;16/04/2015;12.14;29.82
1;V00253;EQUIPEMENT ATELIER;CONSOMABLE;95310;SAINT-OUEN L'AUMONE;19/05/2016;10.90;34.31
7;V00714;COMPTABILITE;CONSIGNE;95520;OSNY;20/04/2017;30.49;0
5;V00528;FREINAGE;PLAQUETTE;95650;PUISEUX PONTOISE;10/02/2015;61.24;51.67
5;V00411;ECHAPPEMENT;TUBE, SILENCIEUX;;;11/05/2015;120.42;38.47
8;V00968;ENTRAINEMENT;COURROIES;95310;ST OUEN L AUMONE;28/06/2017;-40.95;36.12
1;V00074;ELECTRICITE;BATTERIE;95250;BEAUCHAMP;23/05/2016;101.78;43.33
5;V00411;DIRECTION, SUSPENSION, TRANSMISSION;BUTEE, SEMELLE, COUPELLE, KIT DE PROTECTION;;;29/10/2015;66;29.17
7;V00695;ENTRAINEMENT;COURROIES;95450;CONDECOURT;03/07/2017;17.73;39.99
1;V00594;LIQUIDE;LIQUIDE DE REFROIDISSEMENT;95480;PIERRELAYE;30/06/2016;12.57;24.42
6;V00979;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95450;VIGNY;15/02/2017;36;48.33
6;V00979;ELECTRICITE;RELAIS, FUSIBLE, FAISCEAU, CONTACTEUR;95450;VIGNY;27/08/2015;44.34;37.84
6;V00331;VITRAGE;DIVERS VITRAGE 0;95640;MARINES;13/07/2017;23.59;34.04
7;V01115;DIRECTION, SUSPENSION, TRANSMISSION;AMORTISSEUR;95520;OSNY;16/01/2017;67.20;20
8;V01068;DIVERS;DIVERS 0;95004;CERGY PONTOISE CEDEX;31/01/2017;57.21;9.09
5;V00430;ECHAPPEMENT;TUBE, SILENCIEUX;;;29/04/2015;62.46;26.79
6;V00331;LIQUIDE;HUILE DE BOITE;95640;MARINES;26/06/2015;14.91;37.89
8;V00693;FILTRATION;FILTRE A AIR;;;31/07/2017;9;4.11
1;V00178;27;;95280;JOUY LE MOUTIER;12/02/2015;126.99;41.18
2;V00795;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;94120;FONTENAY-SOUS-BOIS;16/03/2016;28.38;43.73
7;V00749;DIRECTION, SUSPENSION, TRANSMISSION;AMORTISSEUR;78570;CHANTELOUP LES VIGNES;27/11/2015;61.66;20.01
5;V00529;FILTRATION;FILTRE A CARBURANT;95550;BESSANCOURT;26/02/2016;-22.39;32.74
7;V00739;FREINAGE;;95000;CERGY;03/02/2015;11.16;51.70
5;V00411;LIQUIDE;HUILE MOTEUR;;;30/03/2016;121.39;39.69
5;V00411;LIQUIDE;HUILE DE BOITE;;;27/09/2017;7.09;33.85
7;V00460;PNEUS;PNEUS ANCIEN;95000;CERGY;22/01/2015;304.50;12.07
5;V00411;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;;;25/02/2016;150.07;53.28
5;V00411;FILTRATION;FILTRE A AIR;;;16/12/2017;27.16;31.37
7;V00724;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;PLAQUE D'IMMATRICULATION;95650;PUISEUX PONTOISE;22/08/2017;9;52.22
8;V00968;FILTRATION;FILTRE A HUILE;95310;ST OUEN L AUMONE;22/10/2016;4.27;21.78
1;V01134;FREINAGE;DISQUE;95650;PUISEUX PONTOISE;15/04/2016;145.15;38.19
1;V00074;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ADDITIF;95250;BEAUCHAMP;09/06/2017;296;37.50
8;V00166;ENTRAINEMENT;COURROIES;95650;PUISEUX PONTOISE;28/10/2015;19.74;44.68
5;V01257;EQUIPEMENT ATELIER;OUTILLAGE;95750;CHARS;28/09/2017;25.38;26.75
7;V00695;FREINAGE;PLAQUETTE;95450;CONDECOURT;30/03/2016;86.92;47.35
7;V00695;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;95450;CONDECOURT;12/09/2016;36.90;24.01
8;V01180;PNEUS;PNEUS;95650;PUISEUX PONTOISE;22/12/2016;467.86;0
7;V01148;DIRECTION, SUSPENSION, TRANSMISSION;ROULEMENT;60240;MONTJAVOULT;23/05/2017;44.90;53.85
1;V00449;EQUIPEMENT ATELIER;CONSOMABLE;95027;CERGY-PONTOISE CEDEX;15/09/2016;420.06;32.55
7;V00749;FILTRATION;FILTRE A AIR;78570;CHANTELOUP LES VIGNES;18/06/2015;9.26;25.59
5;V00484;EQUIPEMENT ATELIER;MATERIEL;;;12/07/2017;255.55;17.82
7;V00676;ENTRAINEMENT;COURROIES;95520;OSNY;07/06/2016;-4.30;58.14
7;V00688;ENTRAINEMENT;COURROIES;;;30/06/2015;17.60;52.73
1;V00937;FILTRATION;FILTRE HABITACLE;95310;ST OUEN L AUMONE;19/01/2017;17;33.41
1;V00638;FREINAGE;PLAQUETTE;95840;VILLIERS ADAM;15/04/2015;23.45;42
7;V01044;EQUIPEMENT ATELIER;OUTILLAGE;95480;PIERRELAYE;08/09/2015;16.16;36.01
5;V00411;ENTRAINEMENT;KIT DE DISTRIBUTION AVEC POMPE A EAU;;;24/12/2015;108.93;36.67
1;V00179;FREINAGE;PLAQUETTE;78700;CONFLANS ST HONORINE;26/06/2017;68.04;51.66
5;V00413;FILTRATION;FILTRE A CARBURANT;95610;ERAGNY;08/10/2015;22.90;38.03
7;V01044;FILTRATION;FILTRE A HUILE;95480;PIERRELAYE;20/04/2017;21.50;25.81
1;V00358;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;;;30/01/2017;28.60;23.08
7;V01140;PNEUS;PNEUS;94410;SAINT-MAURICE;25/09/2017;305.28;11.16
5;V00424;FILTRATION;FILTRE A AIR;;;10/11/2016;10.88;29.41
7;V00676;EMBRAYAGE;HYDRAULIQUE,  EMETTEUR, RECEPTEUR, BUTEE;95520;OSNY;05/01/2016;43.16;25.72
5;V00411;DIRECTION, SUSPENSION, TRANSMISSION;ROULEMENT;;;27/05/2016;46.61;30.36
8;V00166;FILTRATION;FILTRE A HUILE;95650;PUISEUX PONTOISE;31/05/2016;5.70;21.75
6;V00979;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95450;VIGNY;03/08/2017;30.60;52.39
1;V01029;ECLAIRAGE;LAMPE, AMPOULE, AMPOULE PHARE;95800;CERGY;26/06/2017;29.58;45.98
8;V00968;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;95310;ST OUEN L AUMONE;13/05/2017;21.33;19.13
1;V00279;EQUIPEMENT ATELIER;MATERIEL;95310;SAINT OUEN L'AUMONE;02/10/2017;307;9.56
5;V00529;EQUIPEMENT ATELIER;MATERIEL;95550;BESSANCOURT;17/05/2016;23.29;17.65
8;V00968;FILTRATION;FILTRE HABITACLE;95310;ST OUEN L AUMONE;20/07/2015;22.44;25.67
5;V00960;THERMIQUE;;;;29/04/2015;13.80;38.33
8;V00718;ENTRAINEMENT;KIT DE DISTRIBUTION AVEC POMPE A EAU;.;.;14/09/2016;67;7.94
7;V00676;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;95520;OSNY;17/06/2017;24.05;23.99
8;V00968;ELECTRICITE;BOUGIE D'ALLUMAGE;95310;ST OUEN L AUMONE;04/04/2017;29.61;26.04
7;V00749;EMBRAYAGE;KIT EMBRAYAGE;78570;CHANTELOUP LES VIGNES;15/10/2015;189.05;25.25
