Code Rep;Code Clt;lib famille;lib sfam;cp cli liv;ville cli liv;date doc;Vte Facturées;Marge %(BA)
14;D00634;EQUIPEMENT ATELIER;CONSOMABLE;;;03/05/2017;3.4;38.24
14;D00634;EQUIPEMENT ATELIER;CONSOMABLE;;;10/05/2017;41.55;30.28
14;D00634;EQUIPEMENT ATELIER;CONSOMABLE;;;23/05/2017;14.54;33.36
14;D00634;EQUIPEMENT ATELIER;CONSOMABLE;;;08/06/2017;28.2;36.21
14;D00634;EQUIPEMENT ATELIER;CONSOMABLE;;;14/06/2017;3.48;39.37
14;D00634;EQUIPEMENT ATELIER;CONSOMABLE;;;30/06/2017;37.5;34.16
14;D00634;EQUIPEMENT ATELIER;CONSOMABLE;;;08/08/2017;27.33;32.93
14;D00634;EQUIPEMENT ATELIER;CONSOMABLE;;;11/08/2017;21.98;39.4
14;D00634;EQUIPEMENT ATELIER;CONSOMABLE;;;24/08/2017;2.44;42.62
14;D00634;EQUIPEMENT ATELIER;CONSOMABLE;;;15/09/2017;101.44;44.98
14;D00634;EQUIPEMENT ATELIER;CONSOMABLE;;;22/09/2017;207.02;38.54
14;D00634;EQUIPEMENT ATELIER;CONSOMABLE;;;28/09/2017;6.26;53.83
14;D00634;EQUIPEMENT ATELIER;CONSOMABLE;;;11/10/2017;45.78;33.16
14;D00634;EQUIPEMENT ATELIER;CONSOMABLE;;;30/10/2017;2.6;59.62
