8;V00166;DIVERS;DIVERS 0;95650;PUISEUX PONTOISE;13/05/2016;250.52;7.94
5;V00411;ENTRAINEMENT;COURROIES;;;26/02/2016;60.49;56.41
6;V00289;ENTRAINEMENT;POMPE A EAU;;;22/12/2016;42.60;26.01
2;V00903;COMPTABILITE;DIVERS COMPTABILITE;78500;SARTROUVILLE;07/06/2016;0;0
1;V00937;ELECTRICITE;POMPE CARBURANT, HUILE, LAVE GLACE;95310;ST OUEN L AUMONE;05/05/2017;2.43;31.28
1;V00636;FILTRATION;FILTRE A HUILE;95310;ST OUEN L AUMONE;10/09/2015;8.33;25.69
6;V00601;MOTEUR;;95310;ST OUEN L AUMONE;23/03/2015;7.88;35.79
1;V01191;FILTRATION;FILTRE A CARBURANT;95000;CERGY;12/12/2016;9.90;25.66
5;V00960;FILTRATION;FILTRE A HUILE;;;10/03/2016;6.95;25.76
7;V00740;FREINAGE;KIT DE FREIN;95300;ENNERY;29/11/2016;-90.39;28.42
5;V00411;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;;;12/09/2015;26.64;51.65
6;V00331;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95640;MARINES;20/11/2015;69.65;33.34
5;V00411;ELECTRICITE;BOUGIE D'ALLUMAGE;;;13/07/2016;15.35;25.99
5;V00411;LIQUIDE;HUILE MOTEUR;;;17/03/2017;138.36;37.21
5;V00411;ELECTRICITE;BOUGIE D'ALLUMAGE;;;17/06/2015;10.34;32.69
7;V01044;EQUIPEMENT ATELIER;OUTILLAGE;95480;PIERRELAYE;30/07/2015;80.43;28.48
5;V00411;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;;;29/12/2015;5.99;47.41
5;V00411;FREINAGE;PLAQUETTE;;;12/12/2017;79.22;50.05
7;V00739;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95000;CERGY;10/10/2017;47.52;41.81
8;V00968;FILTRATION;FILTRE A HUILE;95310;ST OUEN L AUMONE;05/11/2015;43.82;21.75
7;V01044;FREINAGE;DISQUE;95480;PIERRELAYE;05/09/2015;95.22;38.95
1;V00074;FILTRATION;FILTRE HABITACLE;95250;BEAUCHAMP;26/12/2017;23.71;27.67
1;V00043;FREINAGE;PLAQUETTE;95150;TAVERNY;27/01/2017;36.52;44.50
5;V00411;ELECTRICITE;BOBINE;;;16/01/2016;58.80;35
7;V00695;EMBRAYAGE;HYDRAULIQUE,  EMETTEUR, RECEPTEUR, BUTEE;95450;CONDECOURT;22/06/2016;72.10;25.71
8;V00968;ENTRAINEMENT;GALET, POULIE, DAMPER;95310;ST OUEN L AUMONE;20/01/2015;-115.47;30.91
7;V00641;EQUIPEMENT ATELIER;OUTILLAGE;95650;BOISSY L AILLERIE;29/06/2016;156;22
5;V00413;FILTRATION;FILTRE A HUILE;95610;ERAGNY;19/03/2015;-19.66;38.05
5;V00411;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;;;16/01/2016;138.94;47.27
8;V00166;ELECTRICITE;BATTERIE;95650;PUISEUX PONTOISE;05/11/2016;59.34;16.67
8;V00166;DIVERS;DIVERS 0;95650;PUISEUX PONTOISE;09/06/2017;15.48;16.67
6;V00601;ECLAIRAGE;LAMPE, AMPOULE, AMPOULE PHARE;95310;ST OUEN L AUMONE;20/05/2015;81.60;25
1;V00181;LIQUIDE;LAVE GLACE;95320;SAINT LEU LA FORET;26/12/2017;49;18.37
